word,frequency
दशमस्कन्धे,1
दशमाध्याये,1
दशमानुवाके,1
दशमूलेन,1
दशमे,1
दशमोऽध्यायः,1
दशरथस्नुषाम्,1
दशरथस्यास्तां,1
दशरथालये,1
दशरूपकम्,1
दशवादने,1
दशविधमाहार्यं,1
दशसङ्ख्यया,1
दशाननेनोद्ध्रियमाणम्,1
दशावतारमूर्तयोमस्याद्यवतारमूर्तिभेदाः,1
दशासु,1
दशाहं,1
दशि,1
दशेरकाः,1
दशेश्वरः,1
दशो॑षि॒त्वा,1
दश॑कपाल,1
दश॑कपालं,1
दश॑कपाल॒,1
दश॑र्,1
दश॑स्त्रीक॒स्य,1
दश॒,1
दश॒धेन्द्रि॒यव्वीँ॒र्य॑म्परा॑ऽपतत्,1
दश॒पेयो॑,1
दश॒स्ये,1
दष्टं,1
दस्म॑,1
दस्म॒,1
दस्युभिरपहारदर्शनाद्,1
दस्यु॒हन्त॑मम्,1
दस्यून्बहून्क्षुरिकयावधीत्,1
दस्रश्‍च,1
दहत्यदूर्ध्वं,1
दहत्वग्निर्वैश्वानरो,1
दहनानित्वाः,1
दहनो,1
दहलीमध्ये,1
दहल्यां,1
दहस्यैव,1
दहेच्छुद्धं,1
दहेत्काष्ठं,1
दाकायना,1
दाक्षिणात्यादेः,1
दाक्षिणात्यिका,1
दातव्यं,1
दातव्यमैन्द्रादपि,1
दातातिथिप्रियो,1
दातारं,1
दाता॒,1
दात्मनस्तस्य,1
दादित्य,1
दाधारेत्यधिदेवेभ्य,1
दानंकर्तुं,1
दानक्षपणधर्मित्वाद्दीक्षाशब्द,1
दानमये,1
दानमश्वस्य,1
दानमाकाशस्य,1
दानमिदमभ्यनुमोदनीयम्,1
दानरूपेण,1
दानवा,1
दानवेशान,1
दानवैः,1
दानस्यापि,1
दानहीने,1
दानानि,1
दाने,1
दान्त्य॑नुपू॒र्वं,1
दापयेत्,1
दापारकत्व,1
दाप्यो,1
दामोदरमिश्रसंस्करणे,1
दामोदरमिश्रसङ्कलितं,1
दायकं,1
दारिद्र्यदायकाः,1
दारु,1
दारुणमूतीनाम्,1
दारुणे,1
दारुनिर्मितक्रीडापर्वतयुक्तां,1
दारुपर्वतकोपेतां,1
दार्व्यास्त्वचं,1
दाशरथिर्ब्रह्मन्,1
दाशार्ह,1
दासः,1
दासोऽस्मि,1
दास्यं,1
दास्यन्ति,1
दास्य॒न्तीति॒,1
दाहाविपाकदौर्बल्यसदनारुचिकर्षितः,1
दाहेन,1
दाह्योऽद्य,1
दा॑धार,1
दा॒त्रम॑सि,1
दा॒धर्थ॑,1
दा॒यं,1
दा॒र्श्यं,1
दा॒शुषे॑,1
दा॒श्चक्षु॑रसि॒,1
दि,1
दिक्षु,1
दिक्ष्वपि,1
दिगीश्वरान्ताननां,1
दिग्गजैरभिषिक्ताङ्गीं,1
दिग्दाहः,1
दिग्भागान्,1
दिग्भ्राज,1
दिग्विदिक्षु,1
दिङ्नागं,1
दिण्णाइं,1
दितिं॑,1
दित्यत्र,1
दित्यपि,1
दित्यादौ,1
दित्युपधाया,1
दिदिड्ढि,1
दिदीह्यस्म॒द्रिय॒ख्सम्मि॑मीहि॒,1
दिदोषोपेतत्वम्,1
दिद्युत्,1
दिधक्षतः,1
दिधिकार्यनुस्वारेण,1
दिन,1
दिनं,1
दिनकरकिरणौरिव,1
दिननिशे,1
दिनपर्यन्तं,1
दिनपो,1
दिनमारभ्य,1
दिना,1
दिनाङ्कः,1
दिनाङ्कयो,1
दिनाङ्कानन्तरमेव,1
दिनात्,1
दिनैः,1
दिल्लां,1
दिल्ली,1
दिल्लीस्थस्य,1
दिव,1
दिवं॑,1
दिवं॒,1
दिवः,1
दिवदौ,1
दिवमा॑तप॒न्ति,1
दिवम्,1
दिवसस्य,1
दिवसे,1
दिवस्पतिर्महावीर्यस्तेषामिंद्रः,1
दिवाकरं,1
दिवाकरम्,1
दिवापि,1
दिविजैः,1
दिविषत्सु,1
दिवु,1
दिवुधातोर्णिज्विकल्प,1
दिवे,1
दिवो,1
दिवौकसः,1
दिव्यः,1
दिव्यदृष्टिगोचरत्वस्योस्तत्वादित्यर्थः,1
दिव्यदृष्टिगोचरमेव,1
दिव्यदेहश्च,1
दिव्यप्रभावः,1
दिव्यभूषणम्,1
दिव्यरूपवपुर्धरा,1
दिव्यरूपिणी,1
दिव्यशरीरेण,1
दिव्यस्त्रीभोगसम्पन्नो,1
दिव्यां,1
दिव्यागमोक्त,1
दिव्याध्या,1
दिव्येन,1
दिव्येष्वपि,1
दिव॒मनु॒प्रवि॑ष्टाः,1
दिव॒मुत्प॑तन्ति,1
दिशः,1
दिशः॑,1
दिशति,1
दिशतु,1
दिशम्,1
दिशा,1
दिशाम्,1
दिशो॑,1
दिश्यविषा॑दी,1
दिश्यविस॑र्पी,1
दिश्यसीति,1
दिश॑,1
दिश॑श्च,1
दिसंबर्,1
दिह,1
दिह्य॑ते,1
दि॑वि॒षद्भ्यो॑,1
दि॑वि॒षद्भ्य॒,1
दि॒क्षूप॑दधाति,1
दि॒क्ष्वृ॑ध्नुवन्ति॒,1
दि॒क्ष्वे॑व,1
दि॒ग्भ्यो,1
दि॒त्यो॑,1
दि॒द्योन्मा॑,1
दि॒व,1
दि॒वं,1
दि॒वश्चि॒थ्सानु॑,1
दि॒वश्च॒न्द्रमा॒,1
दि॒वस्पा॑हि,1
दि॒वस्पु॒त्राय॑,1
दि॒वीत्या॑हे॒माने॒व,1
दि॒वेदि॑वे,1
दि॒व्य,1
दि॒व्यं,1
दि॒व्यध्यास॑ते,1
दि॒व्यस्यैका॒,1
दि॒व्यस्य॑,1
दि॒व्याद,1
दि॒व्येका॑दश,1
दि॒शामे॒व,1
दीक्षकत्वम्,1
दीक्षकयोरुभयोरपि,1
दीक्षणं,1
दीक्षणीयान्विज्ञानाकल,1
दीक्षत्रा,1
दीक्षभेदेऽवधिकारभेदविषयज्ञानमपि,1
दीक्षयां,1
दीक्षयाचार्य,1
दीक्षयेति,1
दीक्षयेत्,1
दीक्षयेत्यविरोधः,1
दीक्षयैव,1
दीक्षाख्यया,1
दीक्षाख्याय,1
दीक्षाख्येन,1
दीक्षाङ्ग,1
दीक्षाङ्गक्रियमाणभोमादि,1
दीक्षाज्ञान,1
दीक्षाज्ञानवती,1
दीक्षाज्ञानवतीति,1
दीक्षाता,1
दीक्षादि,1
दीक्षादो,1
दीक्षादौ,1
दीक्षाधियं,1
दीक्षाध्व,1
दीक्षानन्तरमेव,1
दीक्षाप्रतिष्ठयोः,1
दीक्षाबीज,1
दीक्षाबीजं,1
दीक्षाबीजपरज्ञानां,1
दीक्षाबीजे,1
दीक्षाभेद,1
दीक्षाभेदां,1
दीक्षामण्डपलक्षणमस्माभिः,1
दीक्षामन्त्रोच्चारमात्रेण,1
दीक्षामुपैति,1
दीक्षाम्,1
दीक्षाया,1
दीक्षायाः,1
दीक्षायामधिकारः,1
दीक्षायामधिकारिनिरुपणम्,1
दीक्षायामिति,1
दीक्षायामेतावच्छोधनेनैव,1
दीक्षायामेष्यज्जन्मान्तर,1
दीक्षारूप,1
दीक्षालक्षणमभिधाय,1
दीक्षाशब्देन,1
दीक्षासाधिकरणा,1
दीक्षितः,1
दीक्षितस्तु,1
दीक्षितस्त्रीप्रसंगेन,1
दीक्षितस्यात्मनः,1
दीक्षितस्यैह,1
दीक्षितानां,1
दीक्षिते,1
दीक्षितेऽपि,1
दीक्षितोऽपि,1
दीक्षेत्यर्थः,1
दीक्षेत्युच्यते,1
दीक्षेयं,1
दीक्षे॒,1
दीक्षैवेति,1
दीक्षो,1
दीक्षोक्तरकालं,1
दीक्षोक्तरकालमनुष्ठीयमान,1
दीक्षोक्त्वा,1
दीक्षोपयुक्ताध्वानस्तद्भेदाश्च,1
दीक्षोपयुक्तानां,1
दीक्ष्य,1
दीधिरे,1
दीनः,1
दीनजनानां,1
दीनस्योत्कण्ठितस्य,1
दीनानामवसीदताम्,1
दीनामनाथां,1
दीनार्थद,1
दीपकाः,1
दीपक्षाख्येन,1
दीपदानमथाचरेत्,1
दीपनं,1
दीपनः,1
दीपिका,1
दीपोपलब्धौ,1
दीप्तं,1
दीप्ततन्त्रे,1
दीप्ततेजसः,1
दीप्तस्,1
दीप्ता,1
दीप्तानि,1
दीप्तिः॑,1
दीप्तिमत्युग्रा,1
दीप्त्यर्थं,1
दीप्यते,1
दीप्यमानमस्ति,1
दीयंते,1
दीयति,1
दीयन्ते,1
दीया॒,1
दीर्घ,1
दीर्घं,1
दीर्घकालमुद्गीर्णाः,1
दीर्घचङ्क्रमं,1
दीर्घदंष्ट्रस्य,1
दीर्घनिदायाः,1
दीर्घबाहुं,1
दीर्घमुष्णं,1
दीर्घव्यत्यास,1
दीर्घशब्देनाङ्गानि,1
दीर्घस्तूच्चाटने,1
दीर्घस्य,1
दीर्घस्वरः,1
दीर्घस॒त्त्रमुप॑,1
दीर्घहस्तो,1
दीर्घान्ततया,1
दीर्घाभावात्,1
दीर्घायु॒त्वाय॑,1
दीर्घिता,1
दीर्घेरङ्गानीति,1
दीर्घो,1
दीर्घोपध,1
दीर्घोपधः,1
दीर्घ॒श्रुत्त॑मः,1
दीससि,1
दी॑दि॒वा,1
दी॑धिम,1
दी॒क्षा,1
दी॒क्षाम्,1
दी॒क्षायै॑,1
दी॒दय॑ति॒,1
दी॒र्घश्रु॑त्तमो॒,1
दी॒र्घा॒यु॒त्वाय॒,1
दी॒वि,1
दुःखक्षामशिरोरक्षिणि,1
दुःखच॑क्षुरि॒व,1
दुःखतमोन्धस्य,1
दुःखप्रहाणाय,1
दुःखप्रहाणायेत्यादिवेदेनेत्यर्थः,1
दुःखभावतः,1
दुःखम्,1
दुःखशोकसमन्वितः,1
दुःखसन्तप्तं,1
दुःखसागरात्,1
दुःखस्य,1
दुःखस्वामी,1
दुःखा,1
दुःखानां,1
दुःखान्न,1
दुःखासिकया,1
दुःखिता,1
दुःखिताः,1
दुःखेतरो,1
दुःखेषु,1
दुःखैः,1
दुःसह,1
दुःसहम्,1
दुःस्वप्नदर्शनाद्याश्च,1
दुकूलं,1
दुकूलयुगलावृतः,1
दुन्दुभवे,1
दुन्दुभिः,1
दुन्दुभेः,1
दुराचारा,1
दुरापन्नं,1
दुरापोहः,1
दुराशाया,1
दुरितं,1
दुरितानि,1
दुरिताश्वासकेन्द्रेषु,1
दुरि॑ष्ट्यै॒,1
दुरि॒ता,1
दुरो॒णे,1
दुर्गमम्,1
दुर्गमहीधरे,1
दुर्गवासी,1
दुर्गास्वरूपिणी,1
दुर्गे,1
दुर्घट,1
दुर्जयानाम्,1
दुर्दभम्,1
दुर्दर्शनादौ,1
दुर्दशा,1
दुर्धरवेदनोन्नमत्रीलशिराजालककरालेन,1
दुर्धर्षः,1
दुर्निवारः,1
दुर्बलः,1
दुर्बलस्य,1
दुर्बुद्धेर्,1
दुर्बुद्ध्या,1
दुर्बोधा,1
दुर्भिक्षं,1
दुर्भिक्षे,1
दुर्भोजनं,1
दुर्मतिरिति,1
दुर्मदां,1
दुर्मनायमानमन्त्रिणि,1
दुर्यशो,1
दुर्योधनस्तदा,1
दुर्योधनादयः,1
दुर्योधनेन,1
दुर्लभां,1
दुर्वारत्वादित्यत,1
दुर्वारदुर्वासनाः,1
दुर्वारोऽपि,1
दुर्वासा,1
दुर्विभाव्यत्वात्,1
दुर्विभाव्यमेवेति,1
दुलादेवी,1
दुव॑स्वते,1
दुशाला,1
दुष्करमप्येतत्करिष्यामि,1
दुष्कृतां,1
दुष्कृतानां,1
दुष्ट,1
दुष्टकर्दमसंस्पर्शादलसं,1
दुष्टरक्तसृक्,1
दुष्टराज्ञां,1
दुष्टशत्रुप्रशमनीं,1
दुष्टस्,1
दुष्टैर्नष्टा,1
दुष्परिहरत्वात्,1
दुष्यति,1
दुष्वप्न्यं,1
दुस्कृतांशेहते,1
दुस्तरः,1
दुहन्ति,1
दुहितर्,1
दुहि॒ता,1
दुह्ख,1
दु॑हे,1
दु॒ग्धम्,1
दु॒श्चक्षा॒,1
दु॒श्शंस॑ईशत,1
दु॒श्शंस॒इति॑दुः॒ऽशंसः॑,1
दु॒ह,1
दु॒हे,1
दूतवाक्यम्,1
दूता,1
दूतावासस्य,1
दूते,1
दूतैः,1
दूयमानपरिचारके,1
दूयमानहृदयः,1
दूरतः,1
दूरतो,1
दूरदेशं,1
दूरभाषा,1
दूरवाणिरेखाः,1
दूरस्थः,1
दूरादभ्युत्थानं,1
दूषणमाह,1
दूषणमिति,1
दूषणम्,1
दूषणादित्यर्थ,1
दूषणान्तरमाह,1
दू॑र॒तो,1
दू॒तः,1
दू॒तस्त्वन्तमु॑,1
दू॒तस्त्वम्,1
दू॒रात्,1
दू॒रेहे॑तिरमृड॒यः,1
दृऋष्ट्वा,1
दृऌहा,1
दृक्क्रियारूपं,1
दृक्ष्यामि,1
दृग्वेदरसेभाः,1
दृढं,1
दृढभक्ता,1
दृढमिति,1
दृढां,1
दृढीकृतम्,1
दृति॒,1
दृत्,1
दृशं,1
दृशा,1
दृश्य,1
दृश्यं,1
दृश्यता,1
दृश्यतेऽस्य,1
दृश्यमानभोगभेदो,1
दृश्यमानो,1
दृश्यसे,1
दृश्या,1
दृश्येत,1
दृश्येन,1
दृष्टं,1
दृष्टमिति,1
दृष्टम्,1
दृष्टवानसि,1
दृष्टवान्,1
दृष्टव्यं,1
दृष्टसंवादमनुमानस्य,1
दृष्टस्य,1
दृष्टस्वरूपायामधिकारो,1
दृष्टस्वरूपायाम्,1
दृष्टादन्यस्यापि,1
दृष्टानि,1
दृष्टान्तत्वम्,1
दृष्टान्तेन,1
दृष्टान्तै,1
दृष्टास्तत्प्रतिभादिषु,1
दृष्टास्मीति,1
दृष्टि,1
दृष्टिः,1
दृष्टिकोनः,1
दृष्टिपथं,1
दृष्टिबाणाः,1
दृष्टुम्,1
दृष्टेनानेन,1
दृष्ट्वैव,1
दृष्ट्वैवमीशममराः,1
दृष्ठ्वा,1
दृह्य,1
दृ॒ढे,1
दृ॒शे,1
देदीप्येत,1
देयो,1
देवकण्टकम्,1
देवकार्यनिमित्तमिति,1
देवग्रामसामान्यवृत्तिः,1
देवजाय,1
देवतया,1
देवताग्रन्थाः,1
देवतादीनां,1
देवतानां,1
देवताप्रतीकप्राप्तिरुत्तमतीर्थप्राप्तिर्गङ्गायमुनयोः,1
देवताभिः,1
देवतोद्देशेन,1
देवतोस्यां,1
देवदासाः,1
देवदेव,1
देवदेवस्य,1
देवदेवाय,1
देवदेवीश्वरी,1
देवद्रव्योपमोगदोषस्सामान्यतः,1
देवद्वारो,1
देवद्विजगुरुपूजादि,1
देवनाद्,1
देवनिकायाश्च,1
देवनिर्वाण,1
देवपर्षदं,1
देवप्रवर्तकं,1
देवमनु॒ष्याः,1
देवमाश्रये,1
देवमीशं,1
देवमूर्तिम्,1
देवमेकाक्षराह्वयम्,1
देवयोग्यां,1
देवर्षिणानघ,1
देवर्षितपसा,1
देवविचेष्टितम्,1
देवविषयमिति,1
देवशप्ता,1
देवशब्देनेन्द्रियाण्युच्यन्ते,1
देवश्चासमसायकः,1
देवसभा,1
देवसमानतः,1
देवसेनाभ्यः,1
देवसैन्याभिमर्दनम्,1
देवस्यानुचरोभवेत्,1
देवस्वहरणे,1
देवस्सैकधा,1
देवांश्च,1
देवाति,1
देवातिदेवस्त्वं,1
देवात्माहं,1
देवादिपदं,1
देवादुपेतमथ,1
देवानामभवत्,1
देवानामिव,1
देवान्,1
देवान्महेष्वासाद्बहुरूपान्महेश्वरात्,1
देवाप्रसक्त्रेः,1
देवाय॒ते,1
देवालयेऽथ,1
देवाश्,1
देवाश्चैश्वर्यवन्तो,1
देवाश्श्रयन्त्यस्माद्विश्वरूप,1
देवासु॒राः,1
देवासो,1
देवास्,1
देवास्तं,1
देवास्तस्य,1
देवास्तिष्ठन्ति,1
देवास्समागताः,1
देवा॑,1
देवा॒नाम्,1
देविकाः,1
देवित्वा,1
देवि॑,1
देवि॑का,1
देवि॑काः,1
देवि॑काः॒,1
देवीप्रसादम्,1
देवीभिः,1
देवी॑रापः॒,1
देवेन्द्रः,1
देवेभिर्याहि,1
देवेभ्यः,1
देवेभ्यो,1
देवेशं,1
देवेशः,1
देवेषवो,1
देवेषू,1
देवोत्सवेदामने,1
देवो॑,1
देव्य,1
देव्यमाखुस्ते,1
देव्यास्थानं,1
देव्यास्स्वयंवरे,1
देव्युवाच,1
देव्यै,1
देव॑लोके॒षु,1
देव॒जा,1
देव॒यज॑नम्पृथि॒व्या,1
देव॒यज॑न॒,1
देव॒श्रुत॒,1
देव॒सुवः॒,1
देव॒हूर्मनु॑र्यज्ञ॒नीर्बृह॒स्पति॑रुक्थाम॒दानि॑,1
देशः,1
देशकालादि,1
देशकालौ,1
देशक्रमेणैव,1
देशतः,1
देशयिष्यसि,1
देशलक्षणं,1
देशशक्तिकं,1
देशशक्त्यन्तं,1
देशसेवां,1
देशानटित्वाऽहं,1
देशान्तं,1
देशान्तर,1
देशान्तरकालान्तर,1
देशान्तरजन्मान्तरभावि,1
देशान्तरनयनाऽसम्भवेन,1
देशान्तरफलभोगोऽनुपपन्न,1
देशान्तरफलोपभोगोऽप्यनुप,1
देशिकं,1
देशिकः,1
देशिककुञ्जरेण,1
देशिकस्तु,1
देशिकेन,1
देश्स्य,1
देहः,1
देहकर्म,1
देहजं,1
देहत्रयवशीकारे,1
देहत्वेन,1
देहपातस्तथा,1
देहभङ्गव्यतिरेकेण,1
देहममृतत्वमिहाप्नुयात्,1
देहमानसः,1
देहर्यताः,1
देहलीनगरे,1
देहल्यामात्मतत्वं,1
देहसंयोगे,1
देहस्थः,1
देहस्य,1
देहात्मकं,1
देहात्मकभूतसद्भावेऽपि,1
देहात्मकमेव,1
देहाद्व्यापकता,1
देहापायेऽपि,1
देहिनां,1
देही,1
देहे,1
देहेन्द्रियकर्तुरात्मनः,1
देहेष्वयं,1
देहोक्तरमणिमादि,1
देहोत्तरकालमेव,1
देहोत्तराणिमाद्यर्थं,1
देहोपि,1
देह्यन्यस्मै,1
दे॑वपी॒यून्,1
दे॑वयो,1
दे॑वलो॒कास्ताने॒वाभि,1
दे॑वा,1
दे॑वासो॒,1
दे॑वि,1
दे॑व॒यानः॑,1
दे॑व॒युर्,1
दे॒व,1
दे॒वकृ॑त॒स्यैन॑सो,1
दे॒वताः,1
दे॒वता॑भिरे॒वान॑भि,1
दे॒वता॑मन्तरि॒तस्तस्या॒,1
दे॒वता॑यै,1
दे॒वता॑सु॒,1
दे॒वता॒स्ताभ्य॑,1
दे॒वता॒स्त्रिच॑त्वारि,1
दे॒वतो॒ष्णिहा॒,1
दे॒वमी॑डे॒,1
दे॒वमेका॑दश,1
दे॒ववा॑ता॒स्ताभि॑र्नः,1
दे॒ववी॑तये॒,1
दे॒वव॑तो॒,1
दे॒वहू,1
दे॒वाथा॑,1
दे॒वाना॑मे॒ष,1
दे॒वाना॒मधि॑पतिर्बभूव॒,1
दे॒वाना॒मसि॒,1
दे॒वाना॒मुद॑गा॒दनी॑कम्,1
दे॒वाना॒म्बृह॒स्पति॒स्तमे॒वान्वार॑भते॒,1
दे॒वान्त्व,1
दे॒वान्थ्स॒त्याः,1
दे॒वान्दे॑वयश॒सेना॒र्पय॑ति,1
दे॒वान्प॑रि॒भूर्मा,1
दे॒वासो॒,1
दे॒वास्तानि॒,1
दे॒वास्तु॑,1
दे॒वास्तेभ्य॑,1
दे॒वा॒जर,1
दे॒वा॒वीर्दे॒वान्,1
दे॒वीरि॒हाऽऽहि॑त,1
दे॒वीर्दे॒वेभ्यो॑,1
दे॒वीर्मधु॑मतीरगृह्ण॒न्नूर्ज॑स्वती,1
दे॒वीर्वी॒रुधः॑,1
दे॒वेभिः॑,1
दे॒वेभि॑रिन्वि॒तम्,1
दे॒वेभ्यो,1
दे॒वेभ्य॑,1
दे॒वेभ्य॑स्त्वा,1
दे॒वेषु॒,1
दे॒वैः,1
दे॒वैरूर्णा॑वन्तम्प्रथ॒मः,1
दे॒वौ,1
दे॒व्यदि॑तिर्विश्वरू॒प्यावि॑न्नो॒,1
दे॒व॒यानी॑रन्त॒रा,1
दे॒हं,1
दे॒हि,1
दे॒हीशा॑नो॒,1
दैतेयाः,1
दैत्यपीडिता,1
दैत्याः,1
दैत्याद्युपद्रवो,1
दैत्यानां,1
दैत्यैर्,1
दैत्यो,1
दैधिष॒व्योदत॑स्तिष्ठा॒न्यस्य॒,1
दैर्ख्यः,1
दैव,1
दैवतमावाहयन्तो,1
दैवतम्,1
दैवतस्यापि,1
दैवमुक्तस्य,1
दैववशगः,1
दैववशादुपेतं,1
दैवानुग्रहेण,1
दैवीः,1
दैवीऽस्य,1
दैव्यायाः,1
दैव्ये॒,1
दैव्यो॒,1
दैशिकाग्रतः,1
दोःपादसंध्यंगुलिषु,1
दोग्ध्रीतालदण्डहोमौ,1
दोषं,1
दोषणी,1
दोषमबुद्ध्यती,1
दोषवचनाभावादिति,1
दोषवत्तामुपागता,1
दोषवशात्त्वं,1
दोषशान्तिमवाप्नुयात्,1
दोषाः,1
दोषान्पुरस्कृत्य,1
दोषाभावेषु,1
दोषावितः,1
दोषेभ्यस्तिमिरकामशोकादिभ्यः,1
दौत्यं,1
दौर्गत्यं,1
दौर्बल्यं,1
दौर्बल्येन,1
द्कुट्ट्,1
द्दीप्ति॒रुच्य॑ते,1
द्दी॒क्षाप॑,1
द्द्,1
द्द्यावापृथि॒व्या॑,1
द्द्यु॒मद्वि॒भाति॒,1
द्द्वितीया,1
द्धं,1
द्धत्ते॒,1
द्बिजातिः,1
द्भुव॑नाद॒धि,1
द्भ्,1
द्यज्ञवा॒स्तु,1
द्यज्ञवेश॒सं,1
द्यवि॑,1
द्यवि॑द्यवि,1
द्यवीष,1
द्यां,1
द्यातमित्यत,1
द्यामिव,1
द्यामि॒मं,1
द्याम्,1
द्यावापृथिवी,1
द्यावापृथिव्यग्निरथाम्बुवायू,1
द्यावापृथि॒व्या॑मा,1
द्यावापृथि॒व्य॑मेक॑कपालम्,1
द्यावा॑पृथि॒वीभ्या॑मे॒व,1
द्यावा॑पृथि॒वीभ्या॒,1
द्यावा॑भूमी,1
द्यु,1
द्युः॑,1
द्युति,1
द्युतिमंतं,1
द्युतिवर्धिन्यै,1
द्युमत्तमोऽभि,1
द्युम्नितमो,1
द्यु॒मन्त,1
द्यु॒मन्त॑न्देव,1
द्यु॒मन्त॒मिति॑,1
द्यु॒म्निनी॒रूर्ज॑,1
द्यु॒म्नेना॒भिषि॑ञ्चाम्य॒ग्नेः,1
द्यूतमाह्वय,1
द्यूत्वा,1
द्येत्,1
द्ये॒थ्सैव,1
द्योतनाद्,1
द्योऽत्यो॒तः,1
द्यौरापः,1
द्यौरि॑व,1
द्यौरि॑वासि,1
द्यौर्वा,1
द्र,1
द्रढयति,1
द्रध॑सी,1
द्रवरुपेण,1
द्रवस्यास्य,1
द्रवान्तान्,1
द्रविणं,1
द्रवि॑णमी॒दृङ्,1
द्रवि॑णमु॒ग्रामा,1
द्रवि॑णमू॒र्ध्वामा,1
द्रवि॑ण॒,1
द्रवि॑ण॒मा,1
द्रव्यं,1
द्रव्यग्रहणस्य,1
द्रव्यत्यागो,1
द्रव्यभेदेन,1
द्रव्यमानांकः,1
द्रव्यशुद्ध्यर्थमावहेत्,1
द्रव्याण्यनियतं,1
द्रव्याण्येव,1
द्रव्यान्तराणि,1
द्रव्यान्तरेषु,1
द्रष्टव्यः,1
द्रष्टाश्रुतः,1
द्रष्टुमना,1
द्रष्टुमिच्छामि,1
द्रष्टुम्,1
द्रष्टृदृश्ययोः,1
द्रष्टृषु,1
द्रष्ट्वा,1
द्रावकाणां,1
द्राविडशिल्पकलायुक्तस्य,1
द्रुतं,1
द्रुतप्रक्रमः,1
द्रुतेः,1
द्रुमकर्मभिः,1
द्रुमप्रतिकृतिभिः,1
द्रुमाश्चाराम,1
द्रुहिणमघवानौ,1
द्रुह्या॒ताम्,1
द्रु॒ह्यति,1
द्रोणकर्णौ,1
द्रोणकल॒श,1
द्रोणकल॒शम॒भि,1
द्रोणपुत्रवधप्रेप्सुं,1
द्रोणस्यासीच्च,1
द्रोणानि,1
द्रोहं,1
द्रौणकर्णकृपैर्गुप्तां,1
द्रौणिं,1
द्रौद्रं,1
द्रौपदादित्यसहितं,1
द्र॒प्सं,1
द्र॒प्सः,1
द्र॒प्सम॑वृणीत,1
द्र॒प्सश्च॑स्कन्द,1
द्र॒फ्सः,1
द्वक्षरं,1
द्वदशत्र्यम्बकाद्या,1
द्वयः,1
द्वयमपि,1
द्वयोरपि,1
द्वयोरेव,1
द्वयोर्,1
द्वयोर्भावे,1
द्वयोर्भूयःसहचारदर्शनं,1
द्वय्यः,1
द्वर्थशब्दो,1
द्वा,1
द्वात्रिंशच्च,1
द्वात्रिंशत्,1
द्वात्रिंशद्गन्धमादने,1
द्वात्रिंशोऽध्यायः,1
द्वादशकेशवाद्या,1
द्वादशग॒व,1
द्वादशत्रिधा,1
द्वादशवर्षपर्यन्तं,1
द्वादशवर्षीयं,1
द्वादशवार्षिकः,1
द्वादशसङ्ख्यायाम्,1
द्वादशसु,1
द्वादशस्वरसङ्ख्येन,1
द्वादशा,1
द्वादशान्तस्थः,1
द्वादशापि,1
द्वादशार्कप्रतीकाशं,1
द्वादशासु,1
द्वाद॑शकपालमाशू॒नां,1
द्वाद॑शकपालमुपध्व॒स्तो,1
द्वाद॑शकपालो,1
द्वाद॑शकपाल॒माश्व॑त्थे॒,1
द्वाद॑शाक्षरा॒,1
द्वाद॑शादि॒त्या,1
द्वापराख्यं,1
द्वापरे,1
द्वाभ्यामिष्टये,1
द्वाभ्यामूर्ध्वं,1
द्वाभ्याम्,1
द्वाभ्या॑मु॒पाक॑रोति,1
द्वाय॒व्या॑,1
द्वारं,1
द्वारकाधीशस्य,1
द्वारकामगमत्,1
द्वारकामन्दिरं,1
द्वारदेशे,1
द्वारप्रासाद,1
द्वारप्रासादप्रतिष्ठयोरपिअ,1
द्वारा,1
द्वाराभिमुखस्य,1
द्वारेणात्मनां,1
द्वारोदुम्बरशाखासु,1
द्वारौ॒,1
द्वावश्‍विनौ,1
द्वाविंशतिः,1
द्वाविंशदुपचारतः,1
द्वावीश्वरस्तु,1
द्वासि॒ष्ठो,1
द्वा॒युप्र॑च्युता,1
द्विकोणाग्रो,1
द्विगुणं,1
द्विगोरिति,1
द्विजगोसेवकस्तथा,1
द्विजश्रेष्ठाश्चक्रे,1
द्विजसती,1
द्विजसत्तमः,1
द्विजाः,1
द्विजातये,1
द्विजातिरिति,1
द्विजान्,1
द्विजे,1
द्विजेन,1
द्वितीयकम्,1
द्वितीयखण्डान्,1
द्वितीयगतेरुदाहरम्,1
द्वितीयदिने,1
द्वितीयस्पर्धायामपि,1
द्वितीयस्यासामर्थ्यं,1
द्वितीयादिवर्षेषु,1
द्वितीयान्तं,1
द्वितीयेन,1
द्वितीयेनागमत्स,1
द्वितीयेन्निङ्स्,1
द्वितीयो,1
द्विधाकृतम्,1
द्विधाऽधिकारि,1
द्विधाऽधिकारीत्युक्तं,1
द्विधेति,1
द्विधैवेय,1
द्विपञ्चाशत्तमे,1
द्विपदां,1
द्विप्रकारिका,1
द्विप्रकारैवेत्युच्यते,1
द्विभागार्धेन,1
द्विभागेन,1
द्विभुजां,1
द्विभेदत्वमेवेत्यांशङ्क्यसङ्क्षेपादित्याह,1
द्विभेदा,1
द्विभेदाद्विप्रकारा,1
द्विमात्रिकः,1
द्वियैव्येयदीक्षा,1
द्वियोजनन्तु,1
द्विरक्षणं,1
द्विरण्डश्च,1
द्विरदवदनक्रौञ्चदलनौ,1
द्विरुपस्थितं,1
द्विरूपवत्,1
द्विर्यदे॒ते,1
द्विवर्ज्नात्,1
