word,frequency
कुरुनन्दनेन,1
कुरुष्व,1
कुरुष्वाद्याथ,1
कुरुसत्तम,1
कुरु॒,1
कुरु॒ष्वेति॑,1
कुरूणामृषभं,1
कुर्मः,1
कुर्महे,1
कुर्यात्तच्चतुर्विधमुच्यते,1
कुर्यात्पुरुषरूपिणम्,1
कुर्यात्पूर्णायुष्यप्रसिद्धये,1
कुर्यात्पृथक्पिण्डं,1
कुर्यात्प्रदक्षिणमितीरितम्,1
कुर्यात्समस्तैरौषधैः,1
कुर्यात्स्थाणुविसर्जनं,1
कुर्यात्स्वयमष्टोत्तरं,1
कुर्यादीश,1
कुर्याद्,1
कुर्याद्दक्षिणया,1
कुर्याद्दशनिष्केण,1
कुर्याद्भस्म,1
कुर्याद्यथा,1
कुर्याद्वर्मास्त्ररक्षणम्,1
कुर्याद्वर्षे,1
कुर्याद्विभूतिं,1
कुर्याद्व्याधिनिवृत्तये,1
कुर्याद्‌भूतादिशान्तये,1
कुर्याद्‌भूरिदानं,1
कुर्याद्‌भैरवपूजनम्,1
कुर्यान्,1
कुर्यान्नियतमानसः,1
कुर्या॒द्यज॑मानस्य,1
कुर्वतः,1
कुर्वता,1
कुर्वद्वाक्यं,1
कुर्वन्तः,1
कुर्वन्ती,1
कुर्वन्तीत्यर्थः,1
कुर्वन्तु,1
कुर्वन्त्यैन्द्रं,1
कुर्वन्नेवेह,1
कुर्वाणककर्माण्यनभियुक्तान्यपि,1
कुर्वाणमच्युत,1
कुर्वाणम्,1
कुर्वीतमण्डप,1
कुर्वीत॒,1
कुर्वी॒त,1
कुर्व्वीत,1
कुल,1
कुलक्रमागतकुलपुत्रनिवहोह्यमानशुचिशोकसङ्कुचितकञ्चुकिनि,1
कुलयोगिनि,1
कुलविवर्धनम्,1
कुलाः,1
कुलान्वये,1
कुलालदण्डचक्रादि,1
कुलिकोपरि,1
कुलीनः,1
कुलूखाते,1
कुलोचितं,1
कुवेम्पु,1
कुव्जवामनपङ्गूनां,1
कुशबृसीं,1
कुशलं,1
कुशलमस्ति,1
कुशलमूलं,1
कुशलानुशिष्टः,1
कुशलाव्ययौ,1
कुशलेषु,1
कुशलोपसंहितान्,1
कुशलोऽस्य,1
कुशूलतलनिमीलितं,1
कुष्टं,1
कुष्टिना,1
कुष्ठादिरोगतः,1
कुसंभरससन्निभाः,1
कुसी॑दं,1
कुसी॑दं॒,1
कुसी॑द॒न्त्वन्न॑,1
कुसुमैरर्चयेच्छिवमेष्यति,1
कुस्मे,1
कुस्मेतिप्रातिपदिकाद्वा,1
कुह,1
कुहूनाडी,1
कुह॑चि॒द्दिवे॑युः,1
कु॑रुते,1
कु॑रुष्वे॒ति,1
कु॑र्यात्,1
कु॑र्यात्पुरोनुवा॒क्या॑म॒नूच्य॑,1
कु॑र्या॒थ्सर्वा॑मे॒व,1
कु॑र्वीत,1
कु॒बे॒राय॑,1
कु॒मारी॑षु,1
कु॒म्भ्या,1
कु॒म्भ्यादा,1
कु॒र्वन्त॑,1
कु॒ला॒यिनं॑,1
कु॒विद॒ङ्ग,1
कु॒विद॒ङ्गेति॒,1
कु॒हूम॒ह,1
कु॒हूर्दे॒वाना॑म॒मृत॑स्य॒,1
कु॒हूर॑मावा॒स्या॑,1
कु॒ह्वा॑,1
कु॒ह्वै॑,1
कूटैश्,1
कूप्या॑,1
कूर्चययेशानं,1
कूर्म,1
कूर्मः,1
कूर्मरूपिणे,1
कूर्म॒स्याश्नी॑यात्,1
कूलकर्त्रे,1
कूल्याय,1
कूहा,1
कू॒टा,1
कू॒र्मं,1
कू॒र्ममुप॑दधाति,1
कृ,1
कृइष्णयजुर्वेदीय,1
कृकरस्तु,1
कृकरेको,1
कृकवाकुरिति,1
कृकशायनाः,1
कृच्छान्तः,1
कृच्छ्रं,1
कृच्छ्रचान्द्रायणादि,1
कृच्छ्रपाकैश्चिरकारिभिर्बहुलत्वगुपलेपैः,1
कृच्छ्राणां,1
कृच्छ्रेषु,1
कृच्छ्रोत्सृष्टाः,1
कृणवावहै,1
कृणुतां॒,1
कृणुत॒,1
कृणु॒ताप॒,1
कृणोतु,1
कृणोमि॒,1
कृण्वन्तु,1
कृण्वन्निति,1
कृण्वा॒नाम॑प्स॒रां,1
कृण्वा॒नो,1
कृत,1
कृतकत्वोपगमाद्,1
कृतकर्मणां,1
कृतकार्यं,1
कृतज्ञतां,1
कृतदीक्षया,1
कृतनं,1
कृतनिश्चयः,1
कृतपापाद्विमुच्यते,1
कृतपूर्वः,1
कृतबुद्धिः,1
कृतमपि,1
कृतमवधारयतु,1
कृतयोर्यणि,1
कृतवत्,1
कृतवन्तः,1
कृतवैरानुबन्धायां,1
कृतसंस्काराववर्धेतां,1
कृतसंस्कारास्ते,1
कृतसमयाचारपिशाचती,1
कृतस्याविपक्वस्य,1
कृतादिकम्,1
कृताद्येवं,1
कृतानुसन्धाने,1
कृतान्तदूतदर्शनयोग्यमिवात्मानं,1
कृतान्ते,1
कृतान्वेषणे,1
कृतामित्यर्थः,1
कृताम्,1
कृतायां,1
कृतार्थविज्ञानमनयाऽऽत्मग्रहे,1
कृतार्थास्मि,1
कृतार्थोऽस्मीति,1
कृतार्थोऽस्मीत्युत्पद्यमाना,1
कृतिरित्येकादश,1
कृतेन,1
कृतेऽधिकोऽभ्यासः,1
कृतोऽपि,1
कृतोऽस्मकद्वनवासदुःखं,1
कृत्ति॑वासाः,1
कृत्तो,1
कृत्य,1
कृत्यभेदे,1
कृत्यविधानेन,1
कृत्यस्य,1
कृत्याधिकारं,1
कृत्याधिकारमीशेषु,1
कृत्रिमपक्षिभिः,1
कृत्रिमैर्गुहागहनैः,1
कृत्वाग्निहोत्रं,1
कृत्वानुत्तरस्यां,1
कृत्वार्चयेच्छिवम्,1
कृत्वार्धमौज्झद्धरमूर्ध्नि,1
कृत्वाऽथ,1
कृत्वाऽऽत्मनो,1
कृत्वेत्यथः,1
कृत्वेत्यर्थः,1
कृत्वेव,1
कृत्वेष्टिं,1
कृत्वैव,1
कृत्स्नं,1
कृत्स्नमिदं,1
कृत्स्ना,1
कृथाः,1
कृदित्यस्य,1
कृद्योगषष्ट,1
कृपणका॒शी,1
कृपयैव,1
कृपां,1
कृपानिधे,1
कृपामयि,1
कृपालुनाम्,1
कृपालोर्,1
कृपेर्णिच्,1
कृपेश्चेति,1
कृपो,1
कृशतरतनोर्गाढाश्लेषो,1
कृशतां,1
कृशसर्वाङ्गो,1
कृशा,1
कृशायोत्तारणाय,1
कृशा॑नुर्वि॒श्वाव॑सुः,1
कृशो,1
कृषकाणां,1
कृषकारक्षकयोः,1
कृषरं,1
कृषि,1
कृषिं,1
कृषिः,1
कृषिश्च,1
कृष्ट॑जाः,1
कृष्ण,1
कृष्णचतुर्दश्यां,1
कृष्णनाथं,1
कृष्णमुपश्रितः,1
कृष्णयजुर्वेदस्य,1
कृष्णश्रितः,1
कृष्णस्तां,1
कृष्णा,1
कृष्णां,1
कृष्णाजिनं,1
कृष्णाञ्जलिं,1
कृष्णार्जुनौ,1
कृष्णास्तरायणाः,1
कृष्णे,1
कृष्यादिवत्,1
कृष्यादिवत्फलजनन,1
कृष्यादिवदात्मसंस्कारत्वाऽयोगात्,1
कृष्यादीनामात्मसंस्कारत्वादृष्टेः,1
कृष्यादेरिव,1
कृसरं,1
कृस्नं,1
कृ॑णोतु,1
कृ॑धि,1
कृ॑धि॒,1
कृ॒णोत्यर्व॑ताम्,1
कृ॒तः,1
कृ॒तमेनो॑,1
कृ॒तान्,1
कृ॒त्यां,1
कृ॒त्वा,1
कृ॒त्वादित्पृ॑थि॒वी,1
कृ॒थ्स्नं,1
कृ॒षमा॑णः,1
कृ॒ष्टीरनि॑मिषा॒भि,1
कृ॒ष्णं,1
कृ॒ष्णतू॑षं॒,1
कृ॒ष्णा,1
कॄ,1
केचिच्च,1
केचिच्छरीरे,1
केचित्तु,1
केचित्परमोऽपि,1
केचिदेमाहुः,1
केचिद्ब्रह्म,1
केचिद्भक्तत्वं,1
केचिद्विवदन्ते,1
केचिन्मुनित्वं,1
केच॒न,1
केञ्चिन्मल,1
केतुं,1
केतुध्वजाय,1
केतुमान्,1
केतोरायसदण्डमित्यात्मविरुद्धानां,1
केदारकर्मणि,1
केदारखण्डे,1
केदारान्,1
केदारो,1
केद्रीय,1
केनचिच्छापादिना,1
केनाप्यभिचोदितोऽहं,1
केनाप्युपायेन,1
केनाभग्येन,1
केनोपनिषदस्ति,1
केन्द्र,1
केन्द्रः,1
केन्द्रकानाम्,1
केन्द्रपर्यन्तम्,1
केन्द्रसर्वकारं,1
केन्द्रसर्वकारः,1
केन्द्रसर्वकारस्योपरि,1
केन्द्रसर्वकाराय,1
केन्द्राणां,1
केन्द्रान्,1
केन्द्रोपचयस्थैर्वा,1
केन॑,1
केय्रोस्थ,1
केरल,1
केरलनियमसभायाः,1
केरलीयकविः,1
केरलीयनगरसभासु,1
केरलेषु,1
केरळराज्यस्य,1
केरळस्य,1
केलिः,1
केलीहंसक्षुभितनगरभ्रान्तभृङ्गैः,1
केल्लर्,1
केवलः,1
केवलमनुरुध्यमानः,1
केवलमलस्य,1
केवलमहङ्कार,1
केवलम्,1
केवलस्योपरोधेऽपि,1
केवलिनो,1
केव॑लः,1
केव॑लीः॒,1
केव॑लीरसन्न्॑,1
केशग्रहे,1
केशपाशोऽभूत्करयोः,1
केशबाह्वङ्घ्रीन्,1
केशमाकाशसारेण,1
केशव,1
केशवः,1
केशवाद्यास्त्र्यम्बकाद्या,1
केशवो,1
केशसङ्घांश्च,1
केशिन्,1
केश्वरौ,1
केषां,1
केषाञ्चित्,1
केषाञ्चिदन्तर्भावादित्यविरोधः,1
केषाञ्चिद्बन्धेन,1
केषाञ्चिन्मलमायाभ्यां,1
केषामित्यत,1
केषामुत्पत्तिरित्यत,1
केसराणां,1
केसराणामघश्चोर्ध्वं,1
के॒तुः,1
के॒तुरु॑त्तर॒त,1
के॒तुरु॒परि॑ष्टादु॒पाद॑धात्,1
के॒तुर्द॑क्षिण॒त,1
के॒तुर्मध्य॑,1
के॒तुर्य॒ज्ञानां॒,1
के॒शी,1
कैंची,1
कैतवमाश्रितः,1
कैत्यत,1
कैरपि,1
कैर्व्यापारैश्च,1
कैलासप्रियाय,1
कैलासमिव,1
कैलासशिखरे,1
कैलासाग्रे,1
कैलासाचलवासाय,1
कैलासान्मैनाकं,1
कैवल्यकारणमुक्तम्,1
कैवल्यनिर्वाणश्रेयो,1
कैश्चित्,1
कैश्चिद्दशमीविद्धानवमीमङ्गीकुर्वाणैर्वाक्यान्युदाहृतानि,1
कोकिला,1
कोकिलाक्षः,1
कोक्,1
कोङ्काळी,1
कोङ्कु,1
कोच्ची,1
कोटरान्तर्गतं,1
कोटिक्कुन्नत्तु,1
कोटिजन्मार्जितात्सद्यः,1
कोटिमधिगच्छन्तः,1
कोटिमन्येन,1
कोटिरुद्राणामृषीणामग्रतः,1
कोटिशस्तनौ,1
कोटिसङ्ख्यैर्बलैर्वृतः,1
कोटिसप्तकसंख्याकान्,1
कोटिसूर्यसमप्रभः,1
कोणस्थिताह्वानचकिताचमनवाहिनि,1
कोत॑नासु॒,1
कोपधाद,1
कोपनो,1
कोपस्थानेष्वपि,1
कोपाच्छपति,1
कोपि,1
कोपेन,1
कोयमित्यब्रवीत्सुरान्,1
कोर्णल्,1
कोलकातानगरस्य,1
कोलकातायाः,1
कोलम्बो,1
कोलाहलः,1
कोलोफोन्,1
कोल्कत्तमध्ये,1
कोल्कत्ता,1
कोल्कोत्ता,1
कोल्लाद्रौ,1
कोवादर्शयिता,1
कोशद्वयाधिकमध्वानं,1
कोष्ठकान्,1
कोष्ठशाखाश्रया,1
कोऽन्तरिक्षे,1
कोऽन्योऽस्ति,1
को॑,1
को॒शः,1
कौतू,1
कौन्तेयस्ततः,1
कौपीनब्रह्मसूत्रधारकाय,1
कौबे॒राया॒यं,1
कौमारं,1
कौमाराः,1
कौर,1
कौरवनंदन,1
कौरवान्,1
कौरवेषु,1
कौरव्याः,1
कौलम,1
कौलीशोन्मत्तसंयुक्ताः,1
कौशले,1
कौशिकः,1
कौशिकब्राह्मण,1
कौशिकम्,1
कौशिकस्तथा,1
कौशिकाश्रममागच्छति,1
कौशिको,1
कौसवी,1
कौस्तुभमणीन्द्रसपत्नरत्न,1
कौस्तुभैः,1
कौस्तुभो,1
क्ते,1
क्तोऽकृतमितप्रतिपन्नाः,1
क्त्वयामिड्विकल्पस्य,1
क्त्वा,1
क्त्वायामिड्विकल्पार्थमित्यर्थः,1
क्त्वायामिड्विकल्पार्थम्,1
क्द,1
क्दर्प्,1
क्प्सू,1
क्म्ग्द्,1
क्म्द्व्,1
क्यं,1
क्रंएण,1
क्रकुत्सन्दो,1
क्रतु,1
क्रतु॑म॒ज्जने॑षु,1
क्रतु॒मपि॑,1
क्रतु॒म्प्र,1
क्रन्द,1
क्रन्ददातुराह्वानसातत्येऽर्थे,1
क्रन्दसातत्ये,1
क्रमं,1
क्रमण्डत्वोद्भासिदेहाः,1
क्रमप्राप्त,1
क्रमभ्यः,1
क्रममाह,1
क्रममिच्छन्ति,1
क्रमयौगपद्याभ्यामर्थक्रियाविरोधात्,1
क्रमव्यङ्ग्यत्वतो,1
क्रमव्यङ्ग्यत्वाद्धेतोः,1
क्रमशः,1
क्रमसिद्धिरित्याह,1
क्रमस्तु,1
क्रमां,1
क्रमादधोगत्यादीनि,1
क्रमादिति,1
क्रमादेवं,1
क्रमाद्,1
क्रमानुरोधः,1
क्रमान्मुक्तो,1
क्रमावराः,1
क्रमुकं,1
क्रमेणा,1
क्रमेणाग्निं,1
क्रमेणावतारयति,1
क्रमेणाष्टशतं,1
क्रमे॒णात्ये॑नान्क्रामा॒मीन्द्रे॑ण,1
क्रयणाय,1
क्रयते,1
क्रया,1
क्रयी॒,1
क्रव्यादत्वं,1
क्रान्ता,1
क्रान्तिकारिभिः,1
क्रान्तिजनान्,1
क्राफट्,1
क्राफ्ट्,1
क्रामति,1
क्रामद्य॒ज्ञं,1
क्रामन्त्याग्ने॒यं,1
क्राम॒ञ्छन्दा,1
क्रा॑मति,1
क्रा॑मति॒,1
क्रा॒म॒ति॒,1
क्रिकेट्,1
क्रिम॑य,1
क्रियक्त्रे,1
क्रियत,1
क्रियतां,1
क्रियतेऽग्निम्मन्थन्ति,1
क्रियते॒,1
क्रियन्ताम्,1
क्रियन्ते,1
क्रियमाणामिति,1
क्रिययावकुण्डमण्डलपूर्विकाया,1
क्रियवत्यालक्षणमाह,1
क्रियां,1
क्रियाकरणमण्डले,1
क्रियाकर्त्रोरभेदोपचारेण,1
क्रियाकलापं,1
क्रियाकालः,1
क्रियाकालविरुद्धेषु,1
क्रियाकौशलेन,1
क्रियाज्ञान,1
क्रियातः,1
क्रियातपोजपज्ञानध्यानेष्वेकैकमाचरेत्,1
क्रियातरस्यै,1
क्रियात्वाच्छिदिक्रियावत्,1
क्रियात्वात्,1
क्रियात्वादनन्तता,1
क्रियात्वाद्,1
क्रियादिभिः,1
क्रियादीक्षया,1
क्रियादीक्षेति,1
क्रियादीञ्छिवभक्तिमान्,1
क्रियाद्यैः,1
क्रियाद्वयविरोधः,1
क्रियाधीनः,1
क्रियानन्यं,1
क्रियामाण,1
क्रियामाणजीणोद्धार,1
क्रियामाणमास्थापनमित्युच्यते,1
क्रियामाणा,1
क्रियामात्रमेव,1
क्रियाम्,1
क्रियायां,1
क्रियायाः,1
क्रियायोगस्यान्तर्भावः,1
क्रियायोगे,1
क्रियारूपं,1
क्रियारूपमार्गेण,1
क्रियावतीति,1
क्रियावत्यपरा,1
क्रियाविरोधात्,1
क्रियाविरोधेन,1
क्रियावेशः,1
क्रियाशक्ति,1
क्रियाशक्तिन्यासपूर्वकं,1
क्रियाशक्तिरिति,1
क्रियाशक्तिस्वरूपस्य,1
क्रियाशक्तीनां,1
क्रियाशक्तेर्बहिरङ्गत्वं,1
क्रियाशक्त्योः,1
क्रियासाधनभावतः,1
क्रियासामर्थेन,1
क्रियासौकर्यार्थं,1
क्रियाहेतुः,1
क्रिस्ताब्दे,1
क्रिस्तेः,1
क्रि॒यते,1
क्रि॒यते॒,1
क्रि॒यत॑,1
क्रि॒यन्ते,1
क्रि॒यमा॑णे,1
क्रीडकत्वेन,1
क्रीडनमारब्धस्य,1
क्रीडनादिभिः,1
क्रीडन्,1
क्रीडयन्तौ,1
क्रीडाङ्कणे,1
क्रीडाभिः,1
क्रीडायामपि,1
क्रीडारवविचाराणां,1
क्रीडार्थं,1
क्रीड॑न्तीश्चरत,1
क्रीणन्ति,1
क्रीणाति,1
क्रीणातीति,1
क्रीणीयात्,1
क्रीतमन्वायन्ति,1
क्रीतानुशयो,1
क्री॑णाति॒,1
क्री॑णावहा॒,1
क्री॒डिभ्यः॑,1
क्री॒णाति॒,1
क्रुद्धमहावीरद्युसहस्रसहितोल्ककैः,1
क्रुद्धस्य,1
क्रुद्धस्यास्तम्भयत्प्रभुः,1
क्रुधम्,1
क्रुध्यति,1
क्रु॒द्धस्ये॑व॒,1
क्रूरदृष्टिर्भयानका,1
क्रू॒रन्तेन॒,1
क्रू॒रेण॒,1
क्रो,1
क्रोडीकृतं,1
क्रोध,1
क्रोधं,1
क्रोधं॑,1
क्रोधजं,1
क्रोधतप्ते,1
क्रोधनो,1
क्रोधश्चण्डोद्युतिश्चैव,1
क्रोधसंस्कारनाशः,1
क्रोधस्तथा,1
क्रोधस्तस्य,1
क्रोधाः,1
क्रोधादि,1
क्रोधाद्यमाविशँल्लोकास्तेन,1
क्रोधेशादिभिरष्टभिः,1
क्रोधेश्वर,1
क्रोशा॑ति॒,1
क्रौंचद्वीपे,1
क्रौ॒ञ्चे,1
क्र॑न्द,1
क्र॒तुषु॑,1
क्र॒यादे॒वम॒भि,1
क्लिश्यते,1
क्लिश्येत,1
क्लीबतां,1
क्लृप्तकारणताकस्वोचितकर्म्माद्धिसुसमाध्यन्तस्साधनं,1
क्लेशकारिणी,1
क्लेशबन्धनानां,1
क्लेशस्य,1
क्लेशाः,1
क्लेशैः,1
क्लेशोऽयम्,1
क्लैब्यबाधिर्यादिरूपं,1
क्वचिज्जातो,1
क्वचित्कस्यचित्पूर्वतरप्रतीतेः,1
क्वचित्तु,1
क्वचित्स्थानं,1
क्वचिदि,1
क्वचिदिति,1
क्वचिद्,1
क्वचिद्वर्जनीयत्वमाह,1
क्वप्चन्नवविधमुक्तम्,1
क्वाथं,1
क्वापि,1
क्वापिक्षुद्रकर्मणी,1
क्वाय,1
क्वासीः,1
क्वाहः,1
क्विपा,1
क्वेदमभ्रं॑,1
क्वेमा,1
क्वेयं,1
क्व्र्क्,1
क्व॑,1
क्षं,1
क्षकरः,1
क्षकारान्तो,1
क्षणमिव,1
क्षणात्,1
क्षणिकत्वे,1
क्षणिकमिति,1
क्षणिको,1
क्षत,1
क्षते॒,1
क्षत्त्रवधः,1
क्षत्रमनन्वाप्य,1
क्षत्रमन्वहुताद,1
क्षत्रमन्वागच्छत्तदब्रवीदुप,1
क्षत्रमेतानि,1
क्षत्रस्य,1
क्षत्रस्यायुधानि,1
क्षत्रियपुङ्गव,1
क्षत्रियपुङ्गवान्,1
क्षत्रियस्य,1
क्षत्रियो,1
क्षदन्त,1
क्षन्तिपारमितायां,1
क्षन्ते,1
क्षपायां,1
क्षपायौवने,1
क्षपाह्रास,1
क्षप॒स्त्रिरहा॑ति॒व्रज॑द्भिः,1
क्षमक्षरम्,1
क्षमता,1
क्षमतापत्रम्,1
क्षमतायाः,1
क्षमतारहित,1
क्षमताहीनाः,1
क्षमति,1
क्षमन्ते,1
क्षमम्,1
क्षमया,1
क्षमाभृतामथ,1
क्षमावताम्,1
क्षय,1
क्षयं,1
क्षयं॑,1
क्षयकाले,1
क्षयकुष्ठा,1
क्षयत्वं,1
क्षयरोगेन,1
क्षयस्य,1
क्षयादिदोषदर्शनादनुपादानमपरिग्रह,1
क्षयान्तकः,1
क्षयाय,1
क्षया॑य,1
क्षयेण,1
क्षये॑षु,1
क्षयो,1
क्षयो॑,1
क्षवथुं,1
क्षाणा॒न्यस॑म्प्रक्षाप्य,1
क्षात्रं,1
क्षान्तिम्,1
क्षान्तिर्,1
क्षान्तौ,1
क्षामतायाः,1
क्षामा,1
क्षारद्वयं,1
क्षालितां,1
क्षिणे,1
क्षितवा॒दं,1
क्षितवा॒दम॑पश्य॒त्तम॑वद॒त्ततो॒,1
क्षितावसुरभिः,1
क्षितावेव,1
क्षितितलपतितसकलरजनीजागरूकराजपुत्रकुमारके,1
क्षित्यादिककलान्तानां,1
क्षित्यादिषु,1
क्षिप्तः,1
क्षिप्ते,1
क्षिप्रतरत्वे,1
क्षिप्रमन्वागमिष्यामि,1
क्षिप्रसिद्धिभाजः,1
क्षिप॒णोरि॑व,1
क्षि॑ता,1
क्षि॒तम॑भि॒वर्,1
क्षि॒तस्य॑,1
क्षि॒ता,1
क्षि॒तो॑,1
क्षीणं,1
क्षीणमायुषि,1
क्षीणोऽयं,1
क्षीबा,1
क्षीयन्ते,1
क्षीयमाणप्रसादवित्तमनोरथसम्पदि,1
क्षीयेरन्,1
क्षीर,1
क्षीरं,1
क्षीरदधिन्यायेन,1
क्षीरनिर्मितखाद्यानां,1
क्षीरप्रस्थं,1
क्षीराढकसमाश्रितम्,1
क्षीरादेरपि,1
क्षीरार्घ्यप्रदानं,1
क्षीरेण,1
क्षीरोदन्वति,1
क्षी॑यत,1
क्षी॒ये॒त॒,1
क्षुते,1
क्षुत्पिपासे,1
क्षुद्रकमालवसेना,1
क्षुद्रकर्मणी,1
क्षुद्रकर्मसूच्यते,1
क्षुद्रकर्मेक्तासिताङ्गाद्यष्ट,1
क्षुद्रमालवसेनां,1
क्षुद्रमालवात्सेनासंज्ञायाम्,1
क्षुद्रेणोक्ता,1
क्षुधा,1
क्षुध्यन्निद॑मजा॒नताम्,1
क्षुब्धं,1
क्षेत्रगुणैस्तेषां,1
क्षेत्रज्ञ,1
क्षेत्रज्ञं,1
क्षेत्रज्ञः,1
क्षेत्रज्ञव्यापारो,1
क्षेत्रपालाद्याः,1
क्षेत्रभुवां,1
क्षेत्रम्,1
क्षेत्रीकृतं,1
क्षेत्रेष्टांशभाजिते,1
क्षेपि॑ष्ठा,1
क्षेमकरो,1
क्षेम॑,1
क्षेम॒,1
क्षे॑ति,1
क्षे॒ताग॑न्त,1
क्षोभयन्तो,1
क्षौद्र,1
क्षौद्रीदकाप्लुतम्,1
क्षौमवस्त्रं,1
क्षौमवस्त्राणि,1
क्षौ॒मम्,1
क्ष्मदिविद्यान्तगो,1
क्ष्मां,1
क्ष्माकबन्धकः,1
क्ष्माजलयोः,1
क्ष्माजलाग्निमरुद्व्योम्नां,1
क्ष्माजलाग्निषु,1
क्ष्मादयो,1
क्ष्मादिनादान्तः,1
क्ष्मादीनामित्यत,1
क्ष्मादौ,1
क्ष्मापृथिवी,1
क्ष्मावह्नियजमानार्कजलवायुनिशाकराः,1
क्ष्मावारि,1
क्ष॒त्त्राय॑,1
क्ष॒त्रमे॒वाव॑,1
क्ष॒त्राय॑,1
क्ष॒त्राय॒,1
क्ष॒त्रिया॑य,1
क्ष॒त्रिया॑य॒,1
क्ष॒रन्तीति॑क्षरन्ति,1
क्सपयन्ति,1
क्स्,1
क॑रोती॒ति,1
क॑ल्पयन्तु,1
क॑वी॒नामृषि॒र्विप्रा॑णाम्महि॒षो,1
क॒कुच्छन्द॑,1
क॒कुभि॑,1
क॒कु॒ह,1
क॒नीनि॑के,1
क॒नीनी॑षु,1
क॒न्ये॑व,1
क॒न॒का॒भानि॑,1
क॒रोतु॒,1
क॒रोत्य॒ष्टाक॑पालः,1
क॒रो॒ति॒,1
क॒र्कीह,1
क॒र्णा,1
क॒र्णाः,1
क॒र्म॒ण्यः॑,1
क॒लशः॒,1
क॒वयो॑,1
क॒विः,1
क॒विम्प॒र्जन्य॑क्रन्द्य॒,1
क॒विर्यः,1
क॒विर्य॒ज्ञस्य॒,1
क॒श्यपा॑दुदि॑ताः,1
कॢप्तिः,1
कॢप्तिर्मतिः,1
कॢप्त्यै,1
खं,1
खगेन्द्रो,1
खङ्गैश्चामिततेजसः,1
खचितं,1
खञ्चेतिमूर्तयो,1
खड्गचर्मधरं,1
खड्गेन,1
खण्डं,1
खण्डः,1
खण्डगुडादिभिः,1
खण्डतीर्थे,1
खण्डानि,1
खण्डितं,1
खण्डेन,1
खदिरेण,1
खदिरैर्भक्त्या,1
खद्योत,1
खननाभ्यन्तरे,1
खबाष्पः,1
खबाष्पनिर्माणे,1
खबाष्पेन,1
खरभीतमुनिव्रातसूचितात्मव्यवस्थितये,1
खरादीनां,1
खलु॑,1
खल्वा॑हु॒र्यद॒रण्योः,1
खल्वैवं॑,1
खाण्डवे,1
खादकः,1
खादको,1
खादन्ति,1
खादिनमिति,1
खादिलक्षणा,1
खादि॒रः,1
खाद्यानां,1
खाद॒ग्दतः,1
खारी,1
खा॒दिन॒,1
खिलाः,1
खेचरोत्तमम्,1
खेडामण्डलम्,1
खेदोन्मूलनदक्षं,1
खेल,1
ख्,1
ख्फ्रे,1
ख्यात,1
ख्यातं,1
ख्यातः,1
ख्याततमा,1
ख्यातम्,1
ख्यातिः,1
ख्यातिमुपयान्ति,1
ख्यातेन,1
ख्यातो,1
ख्यापनीयम्,1
ख्यापितः,1
ख्यास्म॑,1
ख्या॒यिकाः,1
ख्येषम्,1
ख्य॒त्,1
ख्रिस्ताब्दे,1
ख्री,1
ख्रीष्टाब्दपर्यन्तं,1
ख्रीष्टाब्दमध्ये,1
ख्रीष्टाब्दात्,1
ख्रीष्टाब्दात्परमेव,1
ख्रीष्टाब्दे,1
ख्षयन्ति,1
ख्षरन्ति॒,1
ख्षे,1
ख्षेत्र॑स्य॒,1
ख्षै,1
ख्ष॒त्तुर्गृ॒ह,1
ख्ष॒त्त्रं,1
ख्ष॒त्त्रप॑तिर॒स्यति॑,1
ख्ष॒त्त्रस्योल्ब॑मसि,1
ख्ष॒त्त्राणां,1
ख्ष॒त्रस्य॒,1
ख्ष॒त्राय॑,1
ख॑दि॒र,1
ख॑दि॒रो॑,1
ग,1
गः,1
गखकाश्च,1
गगनादिवच्छब्दाद्येकोत्तरं,1
गगनादिवदमूर्तत्वाद्,1
गगनाद्युपलक्षणम्,1
गगनेऽपि,1
गगम्यते,1
गङ्गा,1
गङ्गाम्,1
गङ्गाया,1
गङ्गेति,1
गच्छतु,1
गच्छन्,1
गच्छन्त,1
गच्छन्तमनिवर्तिनम्,1
गच्छन्तु,1
गच्छन्महावातेनावकीर्णभुजः,1
गच्छानि,1
गच्छाम,1
गच्छामस्ताताश्रामपदे,1
गच्छेन्निर्द्धूतमत्सरः,1
गच्छेल्लिङ्गपुरः,1
गच्छोपवासङ्काकुत्स्थङ्कारयाद्य,1
गच्छ॒न्त्वाहु॑तिं,1
गच्‍छन्ती,1
गजराजानं,1
गजस्य,1
गजांस्तथा,1
गजाक्षं,1
गजी,1
गणः,1
गणनां,1
गणनातिक्रान्तान्,1
गणनाथस्य,1
गणपा,1
गणपाठकम्,1
गणवृद्धिप्रकारादिकथनम्,1
गणशः,1
गणसूत्रमिदम्,1
गणसूत्रम्,1
गणसूत्रे,1
गणानां,1
गणान्दोलने,1
गणाभिमुखं,1
गणि,1
गणिकां,1
गणितसौख्यं,1
गणेन,1
गणेशः,1
गणेशो,1
गणेषु,1
गणो,1
गण्डतटस्यन्दिदानवारिणिलोलोपैः,1
गण्डमालां,1
गण्डस्थलाघर्षगलन्मदोदकद्रवद्रमस्कन्धनिलायिनो,1
गण्डाङ्गाय,1
गण्डाधिपत्वमस्य,1
गण्डाधिपाय,1
गण्डाय,1
गण्डेशर्वोप्यवस्थितः,1
गत,1
गतदिनस्य,1
गतदिनेषु,1
